VOL,Europe/Athens
RAO,America/Sao_Paulo
TTD,America/Los_Angeles
LAI,Europe/Paris
ASF,Europe/Volgograd
OUR,Africa/Douala
XCR,Europe/Paris
PHW,Africa/Johannesburg
RKS,America/Denver
YYY,America/Montreal
WOE,Europe/Amsterdam
IFJ,Atlantic/Reykjavik
YDN,America/Winnipeg
QYP,Europe/Amsterdam
KOP,Asia/Bangkok
ABU,Asia/Makassar
SLE,America/Los_Angeles
UKS,Europe/Simferopol
INF,Africa/Algiers
WIO,Australia/Sydney
TGZ,America/Mexico_City
RGN,Asia/Rangoon
TED,Europe/Copenhagen
TNE,Asia/Tokyo
RNL,Pacific/Guadalcanal
LKB,Pacific/Fiji
JEF,America/Chicago
GDW,America/Detroit
RMS,Europe/Berlin
GIY,Africa/Johannesburg
BDO,Asia/Jakarta
CPT,Africa/Johannesburg
PSL,Europe/London
SAX,America/Panama
GVT,America/Chicago
IXR,Asia/Kolkata
NCE,Europe/Paris
NВИ,Europe/Paris
SMQ,Asia/Pontianak
ELG,Africa/Algiers
USU,Asia/Manila
BWK,Europe/Zagreb
YNJ,Asia/Harbin
QOW,Africa/Lagos
GRX,Europe/Madrid
SGO,Australia/Brisbane
SGY,America/Juneau
KLL,America/Anchorage
GDZ,Europe/Moscow
WAQ,Indian/Antananarivo
QQX,Europe/London
TDL,America/Argentina/Buenos_Aires
NLG,America/Anchorage
DOG,Africa/Khartoum
PSV,Europe/London
OMO,Europe/Sarajevo
CTA,Europe/Rome
EXM,Australia/Perth
BOM,Asia/Kolkata
YCG,America/Vancouver
PPW,Europe/London
YXX,America/Vancouver
VEE,America/Anchorage
TJA,America/La_Paz
JAD,Australia/Perth
HAD,Europe/Stockholm
HUK,Africa/Harare
SON,Pacific/Efate
NEK,Africa/Addis_Ababa
PZO,America/Caracas
LES,Africa/Maseru
VLI,Pacific/Efate
SZS,Pacific/Auckland
PAC,America/Panama
PTY,America/Panama
QYD,Europe/Paris
FNC,Atlantic/Madeira
BBR,America/Guadeloupe
QXZ,Europe/Vienna
BOC,America/Panama
DEM,Africa/Addis_Ababa
ABZ,Europe/London
ZXA,Europe/London
RWL,America/Denver
PES,Europe/Moscow
YGB,America/Vancouver
MBH,Australia/Brisbane
YYN,America/Regina
MKZ,Asia/Kuala_Lumpur
PUZ,America/Managua
BFD,America/New_York
GVA,Europe/Zurich
ZHT,Europe/Zurich
KHT,Asia/Kabul
ZQS,America/Vancouver
KWZ,Africa/Lubumbashi
TIZ,Pacific/Port_Moresby
CGD,Asia/Shanghai
KDH,Asia/Kabul
BEB,Europe/London
WAK,Indian/Antananarivo
QNX,Europe/Paris
MGJ,America/New_York
MCV,Australia/Darwin
KOE,Asia/Makassar
BCN,Europe/Madrid
YJD,Europe/Madrid
YJB,Europe/Madrid
HLD,Asia/Shanghai
GRD,America/New_York
CWL,Europe/London
CFW,Europe/London
WUG,Pacific/Port_Moresby
MVQ,Europe/Minsk
CRU,America/Grenada
KRW,Asia/Ashgabat
ILF,America/Winnipeg
ZZU,Africa/Blantyre
KVA,Europe/Athens
WHK,Pacific/Auckland
MCN,America/New_York
INY,Africa/Kigali
PSK,America/Havana
OKB,Asia/Vladivostok
CHO,America/New_York
YCB,America/Cambridge_Bay
LAL,America/New_York
MJV,Europe/Madrid
XUT,Europe/Madrid
RMU,Europe/Madrid
GMB,Africa/Addis_Ababa
JNG,Asia/Shanghai
PMW,America/Araguaina
PDO,Asia/Jakarta
LLN,Asia/Jayapura
FIG,Africa/Conakry
PBJ,Pacific/Efate
PXU,Asia/Ho_Chi_Minh
BLK,Europe/London
WSR,Asia/Jayapura
MBS,America/Detroit
DJB,Asia/Jakarta
OGZ,Europe/Moscow
MZV,Asia/Kuching
AMS,Europe/Amsterdam
ZYA,Europe/Amsterdam
LPA,Atlantic/Canary
RTA,Pacific/Fiji
BBK,Africa/Gaborone
BIM,America/Nassau
NSB,America/Nassau
KTM,Asia/Kathmandu
WSY,Asia/Vladivostok
OSC,America/Detroit
BDQ,Asia/Kolkata
ELJ,America/Rio_Branco
ZNF,Europe/Berlin
YQT,America/Thunder_Bay
NLC,America/Los_Angeles
RDO,Europe/Warsaw
PIF,Asia/Taipei
FGL,Pacific/Auckland
XAP,America/Sao_Paulo
SKZ,Asia/Karachi
BLV,America/Chicago
WWK,Pacific/Port_Moresby
HGL,Europe/Berlin
TPE,Asia/Taipei
TSA,Asia/Taipei
BNY,Pacific/Guadalcanal
PAF,Africa/Kampala
SCQ,Europe/Madrid
LBL,Asia/Kuching
BBO,Africa/Mogadishu
YGR,America/Halifax
UMY,Europe/Kiev
JYV,Europe/Helsinki
LLF,Asia/Shanghai
NDG,Asia/Harbin
WTN,Europe/London
ARK,Africa/Dar_es_Salaam
DJG,Africa/Algiers
TIW,America/Vancouver
GRF,America/Vancouver
TCM,America/Vancouver
TNK,America/Anchorage
SFQ,Europe/Istanbul
GNY,Europe/Istanbul
TWD,America/Los_Angeles
CRA,Europe/Bucharest
YGT,America/Iqaluit
SYU,Australia/Brisbane
SGC,Asia/Yekaterinburg
SLQ,America/Anchorage
LGB,America/Los_Angeles
YTR,America/Toronto
CUN,America/Cancun
YCW,America/Vancouver
FLV,America/Chicago
BJX,America/Mexico_City
VEL,America/Denver
JUM,Asia/Kathmandu
MCD,America/Toronto
AKY,Asia/Rangoon
VEV,Pacific/Guadalcanal
JDH,Asia/Kolkata
SFD,America/Caracas
HVR,America/Denver
UAP,Pacific/Marquesas
OWB,America/Chicago
TBJ,Africa/Tunis
YUB,America/Yellowknife
ADY,Africa/Johannesburg
IUE,Pacific/Niue
WSJ,America/Anchorage
BEN,Africa/Tripoli
YTF,America/Montreal
REL,America/Argentina/Catamarca
HRB,Asia/Harbin
IRI,Africa/Dar_es_Salaam
YZF,America/Yellowknife
AAA,Pacific/Tahiti
NNJ,America/Puerto_Rico
FAJ,America/Puerto_Rico
RIG,America/Sao_Paulo
YMJ,America/Regina
PKC,Asia/Kamchatka
WRY,Europe/London
ESC,America/Detroit
PMV,America/Caracas
NVA,America/Bogota
BKI,Asia/Kuching
BQT,Europe/Minsk
OGX,Africa/Algiers
PCM,America/Vancouver
AGT,America/Asuncion
SRQ,America/New_York
QPA,Europe/Rome
LPL,Europe/London
QЛС,Europe/London
LXC,Europe/London
LXL,Europe/London
AGN,America/Juneau
RDD,America/Los_Angeles
MQQ,Africa/Ndjamena
RNJ,Asia/Tokyo
CAF,America/Manaus
FUB,Asia/Vladivostok
BKC,America/Anchorage
MRN,America/New_York
MWK,Asia/Jakarta
INL,America/Chicago
WTE,Pacific/Wallis
KWP,America/Anchorage
LVM,America/Denver
KLZ,Africa/Johannesburg
DMD,Australia/Brisbane
KIA,America/Guyana
MRE,Africa/Nairobi
MQN,Europe/Oslo
PDL,Atlantic/Azores
LIR,America/Costa_Rica
EAA,America/Anchorage
NKY,Africa/Brazzaville
SCY,Pacific/Galapagos
LWN,Asia/Yerevan
CIT,Asia/Qyzylorda
NSY,Europe/Rome
DLZ,Asia/Ulaanbaatar
LCI,America/Iqaluit
FAF,America/New_York
ZVK,Asia/Vientiane
ENT,Pacific/Majuro
SWA,Asia/Shanghai
LWS,America/Los_Angeles
MLD,America/Boise
ADM,America/Chicago
KOV,Asia/Qyzylorda
YUX,America/Iqaluit
PYM,America/New_York
MMG,Australia/Perth
OSS,Asia/Bishkek
GST,America/Juneau
AKU,Asia/Kashgar
TLL,Europe/Tallinn
QUF,Europe/Tallinn
BZK,Europe/Moscow
SOQ,Asia/Jayapura
TVL,America/Los_Angeles
CEO,Africa/Luanda
QUL,Europe/Berlin
GNV,America/New_York
GMC,America/Cayman
SNN,Europe/Dublin
BJR,Africa/Addis_Ababa
WKK,America/Anchorage
KTU,Asia/Kolkata
SEN,Europe/London
DTR,America/Los_Angeles
EGO,Europe/Moscow
FKI,Africa/Lubumbashi
CME,America/Merida
SMO,America/Los_Angeles
NTT,Pacific/Tongatapu
MCW,America/Chicago
ZQW,Europe/Berlin
QFZ,Europe/Berlin
SCN,Europe/Berlin
DKI,Australia/Brisbane
AGR,Asia/Kolkata
BAZ,America/Manaus
MEA,America/Sao_Paulo
CMW,America/Havana
BJA,Africa/Algiers
WMO,America/Nome
ZQN,Pacific/Auckland
ONS,Australia/Perth
SMX,America/Los_Angeles
MDP,Asia/Jayapura
KMW,Europe/Moscow
BWN,Asia/Brunei
MFF,Africa/Libreville
AUB,America/Sao_Paulo
RIL,America/Denver
FAV,Pacific/Tahiti
IXY,Asia/Kolkata
FRG,America/New_York
IXD,Asia/Kolkata
KNW,America/Anchorage
RIJ,America/Lima
PNY,Asia/Kolkata
EUG,America/Los_Angeles
YIB,America/Atikokan
KYS,Africa/Bamako
UKA,Africa/Nairobi
LPI,Europe/Stockholm
NAW,Asia/Bangkok
BJB,Asia/Tehran
YAX,America/Winnipeg
EVE,Europe/Oslo
LIT,America/Chicago
AUW,America/Chicago
CWA,America/Chicago
SAI,Asia/Phnom_Penh
REP,Asia/Phnom_Penh
EDM,Europe/Paris
SKN,Europe/Oslo
KOU,Africa/Libreville
BEW,Africa/Maputo
EUA,Pacific/Tongatapu
BGA,America/Bogota
CET,Europe/Paris
GLK,Africa/Mogadishu
SQG,Asia/Pontianak
OTR,America/Costa_Rica
FKS,Asia/Tokyo
MIU,Africa/Lagos
TPC,America/Guayaquil
ELP,America/Denver
BIF,America/Denver
TCZ,Asia/Ulaanbaatar
RNI,America/Managua
ORP,Africa/Gaborone
DTD,Asia/Makassar
STC,America/Chicago
RME,America/New_York
PTG,Africa/Johannesburg
HDY,Asia/Bangkok
PHF,America/New_York
JED,Asia/Riyadh
SOU,Europe/London
GER,America/Havana
PNK,Asia/Pontianak
EMI,Asia/Vladivostok
FRU,Asia/Bishkek
IRK,America/Chicago
CPE,America/Merida
LUN,Africa/Lusaka
MKT,America/Chicago
UNI,America/St_Vincent
MJE,Pacific/Wallis
SUX,America/Chicago
ABI,America/Chicago
DYS,America/Chicago
HKT,Asia/Bangkok
ZQL,Europe/Monaco
ELQ,Asia/Riyadh
KUH,Asia/Tokyo
SME,America/New_York
DLL,America/New_York
ZLT,America/Blanc-Sablon
ATA,America/Lima
ZKG,America/Blanc-Sablon
SVZ,America/Caracas
KON,Asia/Vientiane
DOM,America/Dominica
DCF,America/Dominica
BDH,Asia/Tehran
AGC,America/New_York
CVA,America/New_York
PIT,America/New_York
LTX,America/Guayaquil
YIK,America/Montreal
MTF,Africa/Addis_Ababa
KKJ,Asia/Tokyo
HNS,America/Juneau
BWA,Asia/Kathmandu
MAA,Asia/Kolkata
SMV,Europe/Zurich
GAE,Africa/Tunis
ODN,Asia/Kuching
RCN,Australia/Adelaide
SYR,America/New_York
MIG,Asia/Chongqing
KRZ,Africa/Kinshasa
CNS,Australia/Brisbane
ESE,America/Tijuana
HAR,America/New_York
MDT,America/New_York
EWN,America/New_York
KBV,Asia/Bangkok
CIO,America/Asuncion
NDU,Africa/Windhoek
XLB,America/Winnipeg
DIJ,Europe/Paris
ITO,Pacific/Honolulu
SKC,Asia/Vladivostok
BKN,Africa/Niamey
DRI,America/Chicago
CIJ,America/La_Paz
SIX,Australia/Sydney
CJA,America/Lima
LOU,America/New_York
LJC,America/New_York
SDF,America/New_York
THX,Asia/Krasnoyarsk
YLT,America/Pangnirtung
CEC,America/Los_Angeles
ABT,Asia/Riyadh
SVB,Indian/Antananarivo
UCT,Europe/Moscow
NHK,America/New_York
HAE,America/Phoenix
KDN,Africa/Libreville
MJI,Africa/Tripoli
BEL,America/Belem
CVG,America/New_York
LUK,America/New_York
PBK,America/Anchorage
BKS,Asia/Jakarta
CYZ,Asia/Manila
DUD,Pacific/Auckland
LPB,America/La_Paz
DLG,America/Anchorage
BHS,Australia/Sydney
NBX,Asia/Jayapura
KSL,Africa/Khartoum
ABR,America/Chicago
LAU,Africa/Nairobi
CGQ,Asia/Harbin
VWB,Asia/Harbin
PTL,America/Anchorage
CAI,Africa/Cairo
YQG,America/Toronto
TNN,Asia/Taipei
CPO,America/Santiago
ENE,Asia/Makassar
MSE,Europe/London
TIK,America/Chicago
OKC,America/Chicago
IYK,America/Los_Angeles
VXE,Atlantic/Cape_Verde
OSK,Europe/Stockholm
WXN,Asia/Chongqing
YMX,America/Montreal
YHU,America/Montreal
YMY,America/Montreal
YUL,America/Montreal
XAX,America/Montreal
GYN,America/Sao_Paulo
AKD,Asia/Kolkata
PKB,America/New_York
GAO,America/Havana
PAG,Asia/Manila
PMK,Australia/Brisbane
ADF,Europe/Istanbul
CCC,America/Havana
CUL,America/Mazatlan
TJQ,Asia/Jakarta
HOG,America/Havana
MJT,Europe/Athens
XBN,Asia/Vladivostok
JPA,America/Fortaleza
KHU,Europe/Kiev
KBR,Asia/Kuala_Lumpur
PTP,America/Guadeloupe
GUQ,America/Caracas
LLU,America/Godthab
HGS,Africa/Freetown
FNA,Africa/Freetown
WYA,Australia/Adelaide
TGI,America/Lima
YHA,America/St_Johns
EGM,Pacific/Guadalcanal
PGZ,America/Sao_Paulo
YBT,America/Winnipeg
TFL,America/Sao_Paulo
GDA,Africa/Niamey
CMX,America/Detroit
WFK,America/New_York
MPN,Atlantic/Stanley
KVC,America/Nome
PML,America/Anchorage
RBQ,America/La_Paz
SNU,America/Havana
COD,America/Denver
VIX,America/Sao_Paulo
SLY,Asia/Yekaterinburg
NYE,Africa/Nairobi
CHA,America/New_York
LAD,Africa/Luanda
NBJ,Africa/Luanda
YTH,America/Winnipeg
TRE,Europe/London
FRL,Europe/Rome
CIY,Europe/Rome
OTD,America/Panama
MEC,America/Guayaquil
CJC,America/Santiago
PPQ,Pacific/Auckland
KIJ,Asia/Tokyo
MYR,America/New_York
MTS,Asia/Seoul
SHO,Asia/Seoul
WKN,Asia/Vladivostok
ILU,Africa/Nairobi
HGD,Australia/Brisbane
LAA,America/Denver
CTM,America/Cancun
OHR,Europe/Berlin
PAP,America/Port-au-Prince
QCU,America/Godthab
BXD,Asia/Jayapura
PNI,Pacific/Pohnpei
